Repeat,Alter,Pairs,Quad,PairsAlt,Shrink,Complex
0.932890636348855,0.932619887261804,0.883976380028683,0.914109191889081,0.917092680311902,0.914253673538125,0.908539320842859
0.898554983334937,0.941021275038019,0.919363045027394,0.931795540183706,0.948107631179203,0.936332425615284,0.93761524014013
0.9473223108374,0.919508833142326,0.92340500817864,0.920791721326546,0.884066269502348,0.868565150271794,0.888068172016793
0.945929470434586,0.930820712548094,0.906215243877114,0.886421589381078,0.895705717194397,0.860621618249751,0.873336524343748
0.936869603626313,0.936694066549641,0.91949287457188,0.912140747620015,0.863754888385763,0.822803655646239,0.822122187694014
0.936379595082255,0.875919923383627,0.842642216050576,0.872854573662754,0.833075451372968,0.827115400143936,0.814424307096704
0.931407674949936,0.897616829907744,0.911813888747631,0.900163629881657,0.869986171846669,0.835376726763486,0.812513793427443
